Series Name,"Series Code","Country Name","Country Code","2019 [YR2019]"
Net migration,"SM.POP.NETM","Northern Mariana Islands","MNP","-806"
Net migration,"SM.POP.NETM","Norway","NOR","25564"
Net migration,"SM.POP.NETM","Oman","OMN","-106864"
Net migration,"SM.POP.NETM","Pakistan","PAK","-1177218"
Net migration,"SM.POP.NETM","Palau","PLW","8"
Net migration,"SM.POP.NETM","Panama","PAN","10623"
Net migration,"SM.POP.NETM","Papua New Guinea","PNG","22977"
Net migration,"SM.POP.NETM","Paraguay","PRY","-16270"
Net migration,"SM.POP.NETM","Peru","PER","136558"
Net migration,"SM.POP.NETM","Philippines","PHL","-24066"
Net migration,"SM.POP.NETM","Poland","POL","-2974"
Net migration,"SM.POP.NETM","Portugal","PRT","43656"
Net migration,"SM.POP.NETM","Puerto Rico","PRI","-16013"
Net migration,"SM.POP.NETM","Qatar","QAT","15493"
Net migration,"SM.POP.NETM","Romania","ROU","-25453"
Net migration,"SM.POP.NETM","Russian Federation","RUS","333509"
Net migration,"SM.POP.NETM","Rwanda","RWA","-11823"
Net migration,"SM.POP.NETM","Samoa","WSM","-2469"
Net migration,"SM.POP.NETM","San Marino","SMR","148"
Net migration,"SM.POP.NETM","Sao Tome and Principe","STP","-1718"
Net migration,"SM.POP.NETM","Saudi Arabia","SAU","241172"
Net migration,"SM.POP.NETM","Senegal","SEN","-19973"
Net migration,"SM.POP.NETM","Serbia","SRB","489"
Net migration,"SM.POP.NETM","Seychelles","SYC","305"
Net migration,"SM.POP.NETM","Sierra Leone","SLE","-2238"
Net migration,"SM.POP.NETM","Singapore","SGP","40624"
Net migration,"SM.POP.NETM","Sint Maarten (Dutch part)","SXM","540"
Net migration,"SM.POP.NETM","Slovak Republic","SVK","3378"
Net migration,"SM.POP.NETM","Slovenia","SVN","7427"
Net migration,"SM.POP.NETM","Solomon Islands","SLB","-1603"
Net migration,"SM.POP.NETM","Somalia","SOM","48055"
Net migration,"SM.POP.NETM","South Africa","ZAF","22728"
Net migration,"SM.POP.NETM","South Sudan","SSD","2048"
Net migration,"SM.POP.NETM","Spain","ESP","458942"
Net migration,"SM.POP.NETM","Sri Lanka","LKA","-94897"
Net migration,"SM.POP.NETM","St. Kitts and Nevis","KNA","-191"
Net migration,"SM.POP.NETM","St. Lucia","LCA","0"
Net migration,"SM.POP.NETM","St. Martin (French part)","MAF","-949"
Net migration,"SM.POP.NETM","St. Vincent and the Grenadines","VCT","-758"
Net migration,"SM.POP.NETM","Sudan","SDN","-29450"
Net migration,"SM.POP.NETM","Suriname","SUR","203"
Net migration,"SM.POP.NETM","Eswatini","SWZ","-9796"
Net migration,"SM.POP.NETM","Sweden","SWE","81585"
Net migration,"SM.POP.NETM","Switzerland","CHE","43546"
Net migration,"SM.POP.NETM","Syrian Arab Republic","SYR","500572"
Net migration,"SM.POP.NETM","Tajikistan","TJK","-7192"
Net migration,"SM.POP.NETM","Tanzania","TZA","-64819"
Net migration,"SM.POP.NETM","Thailand","THA","3758"
Net migration,"SM.POP.NETM","Timor-Leste","TLS","-5265"
Net migration,"SM.POP.NETM","Togo","TGO","-1997"
Net migration,"SM.POP.NETM","Tonga","TON","-1898"
Net migration,"SM.POP.NETM","Trinidad and Tobago","TTO","-19248"
Net migration,"SM.POP.NETM","Tunisia","TUN","-19609"
Net migration,"SM.POP.NETM","Turkiye","TUR","-218341"
Net migration,"SM.POP.NETM","Turkmenistan","TKM","-9612"
Net migration,"SM.POP.NETM","Turks and Caicos Islands","TCA","1358"
Net migration,"SM.POP.NETM","Tuvalu","TUV","-57"
Net migration,"SM.POP.NETM","Uganda","UGA","107203"
Net migration,"SM.POP.NETM","Ukraine","UKR","-7812"
Net migration,"SM.POP.NETM","United Arab Emirates","ARE","-4466"
Net migration,"SM.POP.NETM","United Kingdom","GBR","221179"
Net migration,"SM.POP.NETM","United States","USA","1158444"
Net migration,"SM.POP.NETM","Uruguay","URY","-2902"
Net migration,"SM.POP.NETM","Uzbekistan","UZB","-69397"
Net migration,"SM.POP.NETM","Vanuatu","VUT","-403"
Net migration,"SM.POP.NETM","Venezuela, RB","VEN","-976460"
Net migration,"SM.POP.NETM","Viet Nam","VNM","-4028"
Net migration,"SM.POP.NETM","Virgin Islands (U.S.)","VIR","-458"
Net migration,"SM.POP.NETM","West Bank and Gaza","PSE","-24737"
Net migration,"SM.POP.NETM","Yemen, Rep.","YEM","-39769"
Net migration,"SM.POP.NETM","Zambia","ZMB","18019"
Net migration,"SM.POP.NETM","Zimbabwe","ZWE","-59918"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Afghanistan","AFG","217292317.990937"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Albania","ALB","119679640.769479"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Algeria","DZA","81545364.5801963"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","American Samoa","ASM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Andorra","AND","91484853.444657"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Angola","AGO","549082042.551059"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Antigua and Barbuda","ATG","47551576.2174111"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Argentina","ARG","669932291.414625"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Armenia","ARM","362671834.147856"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Aruba","ABW","112627597.550605"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Australia","AUS","7438424190.33028"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Austria","AUT","6423312126.48802"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Azerbaijan","AZE","621549000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bahamas, The","BHS","206936185.690005"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bahrain","BHR","2890159574.46808"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bangladesh","BGD","82792588.3259286"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Barbados","BRB",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Belarus","BLR","185900000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Belgium","BEL","5335509512.60816"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Belize","BLZ","41881051.8284085"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Benin","BEN","87497446.53695"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bermuda","BMU","198609831.920464"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bhutan","BTN","64990915.7525375"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bolivia","BOL","275421573.736587"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bosnia and Herzegovina","BIH","84373799.5566988"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Botswana","BWA","99403760.8478688"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Brazil","BRA","2231583198.17"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","British Virgin Islands","VGB",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Brunei Darussalam","BRN",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Bulgaria","BGR","204570000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Burkina Faso","BFA","196545204.663271"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Burundi","BDI","17473373.90201"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cabo Verde","CPV","37197803.893243"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cambodia","KHM","279024939.883376"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cameroon","CMR","86396256.2550969"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Canada","CAN","8763218444.02473"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cayman Islands","CYM","501070778.204923"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Central African Republic","CAF",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Chad","TCD",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Channel Islands","CHI",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Chile","CHL","722743058.630458"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","China","CHN","15135300288.47"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Colombia","COL","348172705.450734"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Comoros","COM","4660667.55337705"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Congo, Dem. Rep.","COD","1004481694.54917"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Congo, Rep.","COG","48271835.4216927"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Costa Rica","CRI","528443216.045356"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cote d'Ivoire","CIV","908280381.780388"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Croatia","HRV","744357216.72077"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cuba","CUB",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Curacao","CUW","131553156.324023"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Cyprus","CYP","840805788.000441"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Czechia","CZE","3447070354.47763"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Denmark","DNK","3362973683.36445"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Djibouti","DJI",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Dominica","DMA","25718457.7518519"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Dominican Republic","DOM","741100000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Ecuador","ECU","654668980.287942"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Egypt, Arab Rep.","EGY","471900000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","El Salvador","SLV","233048594.23"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Equatorial Guinea","GNQ",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Eritrea","ERI",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Estonia","EST","249205376.651593"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Ethiopia","ETH","19080067.1042013"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Faroe Islands","FRO",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Fiji","FJI","11256018.1127447"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Finland","FIN","973763234.442629"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","France","FRA","15316416481.3607"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","French Polynesia","PYF",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Gabon","GAB",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Gambia, The","GMB","18925942.9503629"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Georgia","GEO","169883742.14"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Germany","DEU","17778354320.1297"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Ghana","GHA","667262506.260227"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Gibraltar","GIB",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Greece","GRC","2666198439.3111"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Greenland","GRL",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Grenada","GRD","55659995.9882995"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Guam","GUM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Guatemala","GTM","18007690"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Guinea","GIN","82690000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Guinea-Bissau","GNB","98051579.0071256"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Guyana","GUY","149060525.506631"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Haiti","HTI","284975298.612722"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Honduras","HND","329933337.227852"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Hong Kong SAR, China","HKG","997216059.343349"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Hungary","HUN","1381118813.77147"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Iceland","ISL","376636294.163872"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","India","IND","7531590149.75828"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Indonesia","IDN","5070875384.27098"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Iran, Islamic Rep.","IRN",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Iraq","IRQ","664300000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Ireland","IRL","754350354.112545"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Isle of Man","IMN",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Israel","ISR","5909500000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Italy","ITA","9577332780.60054"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Jamaica","JAM","324882512.018689"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Japan","JPN","6827885453.32526"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Jordan","JOR","574788732.394366"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kazakhstan","KAZ","2660169693.95828"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kenya","KEN","2563928.55203916"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kiribati","KIR","1029772.43083919"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Korea, Dem. People's Rep.","PRK",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Korea, Rep.","KOR","11231600000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kosovo","XKX","42016018.4361818"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kuwait","KWT","18855161641.2345"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Kyrgyz Republic","KGZ","573920041.423826"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Lao PDR","LAO","106033680.86"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Latvia","LVA","239424902.949132"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Lebanon","LBN","4335489409.46761"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Lesotho","LSO","3395988.46011559"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Liberia","LBR","251179523.757957"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Libya","LBY","1082300000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Liechtenstein","LIE",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Lithuania","LTU","602061051.719419"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Luxembourg","LUX","14103454421.4836"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Macao SAR, China","MAC","2324634266.76165"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","North Macedonia","MKD","21972421"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Madagascar","MDG","63243733.9197814"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Malawi","MWI","32026968.7841038"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Malaysia","MYS","11397960819.8498"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Maldives","MDV","596115719.228945"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mali","MLI","206300457.374727"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Malta","MLT","465412597.374718"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Marshall Islands","MHL","16047952.6682637"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mauritania","MRT","10091814.7753287"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mauritius","MUS","822789626.704697"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mexico","MEX","787386867"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Micronesia, Fed. Sts.","FSM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Moldova","MDA","180740000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Monaco","MCO",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mongolia","MNG","233421699.204124"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Montenegro","MNE","123350542.045177"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Morocco","MAR","136433736.536389"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Mozambique","MOZ","202255973.936507"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Myanmar","MMR","178868962.971662"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Namibia","NAM","95556581.8964555"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Nauru","NRU","13937202.9131334"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Nepal","NPL","60035162.8461264"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Netherlands","NLD","14111599015.936"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","New Caledonia","NCL",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","New Zealand","NZL","883151923.461172"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Nicaragua","NIC","1600000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Niger","NER","178579848.554221"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Nigeria","NGA","90600080.5251923"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Northern Mariana Islands","MNP",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Norway","NOR","4619086160.04778"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Oman","OMN","9133596879.06372"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Pakistan","PAK","124000000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Palau","PLW","19715000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Panama","PAN","823651524.89"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Papua New Guinea","PNG","140810754.095545"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Paraguay","PRY","89952534.2550834"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Peru","PER","325545723.269984"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Philippines","PHL","225723157.628142"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Poland","POL","8008000000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Portugal","PRT","259425595.887443"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Puerto Rico","PRI",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Qatar","QAT","11963736263.7363"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Romania","ROU","485742404.266329"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Russian Federation","RUS","22217240000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Rwanda","RWA","72408226.7524806"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Samoa","WSM","19773166.0639656"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","San Marino","SMR","194851097.432522"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sao Tome and Principe","STP","103605.327748143"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Saudi Arabia","SAU","31197048533.3334"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Senegal","SEN","552837235.183161"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Serbia","SRB","331770720.982694"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Seychelles","SYC","73362997.51799"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sierra Leone","SLE","8294458.3626165"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Singapore","SGP",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sint Maarten (Dutch part)","SXM","99776723.027933"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Slovak Republic","SVK","511269955.022234"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Slovenia","SVN","364694718.998778"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Solomon Islands","SLB","83345358.4532868"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Somalia","SOM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","South Africa","ZAF","1052038112.59502"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","South Sudan","SSD","16020000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Spain","ESP","448985346.915579"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sri Lanka","LKA","1090540000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","St. Kitts and Nevis","KNA","25297852.0704252"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","St. Lucia","LCA","17119542.4555556"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","St. Martin (French part)","MAF",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","St. Vincent and the Grenadines","VCT","10428523.9592593"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sudan","SDN","138816458.193823"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Suriname","SUR","71686379.4965379"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Eswatini","SWZ","26891451.2673029"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Sweden","SWE","3368050650.88684"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Switzerland","CHE","28436482089.5179"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Syrian Arab Republic","SYR",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Tajikistan","TJK","190464767.39"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Tanzania","TZA","87214900.1096873"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Thailand","THA","8912892000.24464"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Timor-Leste","TLS","101746442.23"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Togo","TGO","102310758.206462"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Tonga","TON","28880062.9202786"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Trinidad and Tobago","TTO","251772738.316974"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Tunisia","TUN","29819021.5782786"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Turkiye","TUR","678000000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Turkmenistan","TKM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Turks and Caicos Islands","TCA",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Tuvalu","TUV","1234651.66505075"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Uganda","UGA","379260254.123799"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Ukraine","UKR","575000000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","United Arab Emirates","ARE",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","United Kingdom","GBR","10360300796.8854"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","United States","USA","71583000000"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Uruguay","URY","116799722.850059"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Uzbekistan","UZB","274721976.95949"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Vanuatu","VUT","15540295.8405966"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Venezuela, RB","VEN",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Viet Nam","VNM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Virgin Islands (U.S.)","VIR",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","West Bank and Gaza","PSE","29079903.9665402"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Yemen, Rep.","YEM",".."
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Zambia","ZMB","103806723.85359"
"Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","Zimbabwe","ZWE","13480565.662"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Afghanistan","AFG","23404553.647249"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Albania","ALB","1201022154.46643"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Algeria","DZA","1381200049.59264"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","American Samoa","ASM",".."
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Andorra","AND",".."
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Angola","AGO","-4098478747.63755"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Antigua and Barbuda","ATG","133908540.326001"
"Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","Argentina","ARG","6649187837.98606"
